modelo,geocode,departamento,distrito,horizonte,anio,y_true,y_pred,error,abs_error,squared_error
Persistencia_WF,010503,Amazonas,Cocabamba,3,2022,0.4410895176771821,0.4340696980826385,-0.0070198195945435,0.0070198195945435,4.9277867139937765e-05
Persistencia_WF,010503,Amazonas,Cocabamba,4,2023,0.4439156788126476,0.4410895176771821,-0.0028261611354655,0.0028261611354655,7.987186763615766e-06
Persistencia_WF,010503,Amazonas,Cocabamba,5,2024,0.4519461440482609,0.4439156788126476,-0.0080304652356132,0.0080304652356132,6.448837190039367e-05
Persistencia_WF,010507,Amazonas,Longuita,1,2020,0.2993395140277525,0.3023844149548567,0.0030449009271041,0.0030449009271041,9.271421655879944e-06
Persistencia_WF,010507,Amazonas,Longuita,2,2021,0.3056262497727686,0.2993395140277525,-0.006286735745016,0.006286735745016,3.952304632766304e-05
Persistencia_WF,010507,Amazonas,Longuita,3,2022,0.3026570926498212,0.3056262497727686,0.0029691571229473,0.0029691571229473,8.81589402074913e-06
Persistencia_WF,010507,Amazonas,Longuita,4,2023,0.2989607950069684,0.3026570926498212,0.0036962976428527,0.0036962976428527,1.3662616264559065e-05
Persistencia_WF,010507,Amazonas,Longuita,5,2024,0.3003544810034539,0.2989607950069684,-0.0013936859964854,0.0013936859964854,1.942360656799734e-06
Persistencia_WF,010508,Amazonas,Lonya Chico,1,2020,0.2871853254195661,0.2841537044617274,-0.0030316209578387,0.0030316209578387,9.190725632006896e-06
Persistencia_WF,010508,Amazonas,Lonya Chico,2,2021,0.2995676422431437,0.2871853254195661,-0.0123823168235776,0.0123823168235776,0.0001533217699194
Persistencia_WF,010508,Amazonas,Lonya Chico,3,2022,0.3008212239050348,0.2995676422431437,-0.0012535816618911,0.0012535816618911,1.571466983029655e-06
Persistencia_WF,010508,Amazonas,Lonya Chico,4,2023,0.3050424682767089,0.3008212239050348,-0.004221244371674,0.004221244371674,1.781890404539021e-05
Persistencia_WF,010508,Amazonas,Lonya Chico,5,2024,0.3074856733524355,0.3050424682767089,-0.0024432050757265,0.0024432050757265,5.9692510420562e-06
